Season/Team,is_goalie,Passing,Receiving,Frequency,Passing_Sum_Frequency,Pass Probability,player_id_x,season_starts_x,average_location_x,row_id_x,player_id_y,season_starts_y,average_location_y,row_id_y
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Andrés Iniesta Luján,22.0,153.0,0.14379085,19298,6,"[77.50799999999997, 34.16133333333332]",9,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Ronaldo de Assis Moreira,40.0,239.0,0.167364017,5216,5,"[64.98205128205126, 40.01794871794873]",10,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Giovanni van Bronckhorst,27.0,262.0,0.103053435,25879,7,"[77.26146788990825, 32.58256880733944]",3,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Oleguer Presas Renom,40.0,243.0,0.164609053,17797,7,"[57.552577319587634, 12.253608247422678]",1,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Carles Puyol i Saforcada,57.0,287.5,0.19826087,25873,7,"[41.5205357142857, 28.65357142857143]",0,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Oleguer Presas Renom,57.0,236.0,0.241525424,20125,6,"[40.5049504950495, 50.504950495049535]",6,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Ronaldo de Assis Moreira,16.0,287.5,0.055652174,25873,7,"[41.5205357142857, 28.65357142857143]",0,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Oleguer Presas Renom,29.0,115.0,0.252173913,20176,6,"[13.588235294117645, 42.27450980392159]",4,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Carles Puyol i Saforcada,17.0,115.0,0.147826087,20176,6,"[13.588235294117645, 42.27450980392159]",4,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Juliano Haus Belletti,25.0,236.0,0.105932203,20125,6,"[40.5049504950495, 50.504950495049535]",6,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Carles Puyol i Saforcada,18.0,239.0,0.075313808,25863,6,"[58.018518518518555, 70.08240740740739]",5,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Xavier Hernández Creus,32.0,287.5,0.111304348,25873,7,"[41.5205357142857, 28.65357142857143]",0,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Oleguer Presas Renom,40.0,379.0,0.105540897,20131,6,"[57.34043715846993, 43.96338797814207]",8,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Rafael Márquez Álvarez,29.0,236.0,0.122881356,20125,6,"[40.5049504950495, 50.504950495049535]",6,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Oleguer Presas Renom,34.0,290.0,0.117241379,5558,6,"[54.10434782608695, 40.78623188405797]",7,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Samuel Eto''o Fils,6.0,287.5,0.020869565,25873,7,"[41.5205357142857, 28.65357142857143]",0,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Rafael Márquez Álvarez,13.0,153.0,0.08496732,19298,6,"[77.50799999999997, 34.16133333333332]",9,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Rafael Márquez Álvarez,15.0,243.0,0.061728395,17797,7,"[57.552577319587634, 12.253608247422678]",1,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Carles Puyol i Saforcada,23.0,290.0,0.079310345,5558,6,"[54.10434782608695, 40.78623188405797]",7,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Samuel Eto''o Fils,10.0,239.0,0.041841004,25863,6,"[58.018518518518555, 70.08240740740739]",5,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Xavier Hernández Creus,17.0,153.0,0.111111111,19298,6,"[77.50799999999997, 34.16133333333332]",9,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Anderson Luís de Souza,38.0,239.0,0.158995816,5216,5,"[64.98205128205126, 40.01794871794873]",10,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Andrés Iniesta Luján,32.0,381.5,0.083879423,19757,7,"[62.59255319148937, 42.02553191489363]",2,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Rafael Márquez Álvarez,51.0,287.5,0.177391304,25873,7,"[41.5205357142857, 28.65357142857143]",0,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Samuel Eto''o Fils,5.0,236.0,0.021186441,20125,6,"[40.5049504950495, 50.504950495049535]",6,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Víctor Valdés Arribas,24.0,287.5,0.083478261,25873,7,"[41.5205357142857, 28.65357142857143]",0,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Xavier Hernández Creus,11.0,115.0,0.095652174,20176,6,"[13.588235294117645, 42.27450980392159]",4,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Anderson Luís de Souza,72.0,379.0,0.189973615,20131,6,"[57.34043715846993, 43.96338797814207]",8,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Xavier Hernández Creus,48.0,236.0,0.203389831,20125,6,"[40.5049504950495, 50.504950495049535]",6,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Andrés Iniesta Luján,3.0,115.0,0.026086957,20176,6,"[13.588235294117645, 42.27450980392159]",4,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Juliano Haus Belletti,54.0,381.5,0.141546527,19757,7,"[62.59255319148937, 42.02553191489363]",2,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Anderson Luís de Souza,54.0,239.0,0.225941423,25863,6,"[58.018518518518555, 70.08240740740739]",5,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Xavier Hernández Creus,54.0,381.5,0.141546527,19757,7,"[62.59255319148937, 42.02553191489363]",2,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Andrés Iniesta Luján,60.0,379.0,0.158311346,20131,6,"[57.34043715846993, 43.96338797814207]",8,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Samuel Eto''o Fils,21.0,239.0,0.087866109,5216,5,"[64.98205128205126, 40.01794871794873]",10,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Anderson Luís de Souza,25.0,153.0,0.163398693,19298,6,"[77.50799999999997, 34.16133333333332]",9,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Rafael Márquez Álvarez,42.0,381.5,0.110091743,19757,7,"[62.59255319148937, 42.02553191489363]",2,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Anderson Luís de Souza,33.0,236.0,0.139830508,20125,6,"[40.5049504950495, 50.504950495049535]",6,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Carles Puyol i Saforcada,24.0,381.5,0.062909567,19757,7,"[62.59255319148937, 42.02553191489363]",2,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Ronaldo de Assis Moreira,28.0,290.0,0.096551724,5558,6,"[54.10434782608695, 40.78623188405797]",7,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Andrés Iniesta Luján,29.0,262.0,0.110687023,25879,7,"[77.26146788990825, 32.58256880733944]",3,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Ronaldo de Assis Moreira,53.0,379.0,0.139841689,20131,6,"[57.34043715846993, 43.96338797814207]",8,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Andrés Iniesta Luján,21.0,287.5,0.073043478,25873,7,"[41.5205357142857, 28.65357142857143]",0,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Andrés Iniesta Luján,29.0,290.0,0.1,5558,6,"[54.10434782608695, 40.78623188405797]",7,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Oleguer Presas Renom,17.0,239.0,0.071129707,5216,5,"[64.98205128205126, 40.01794871794873]",10,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Rafael Márquez Álvarez,29.0,379.0,0.07651715,20131,6,"[57.34043715846993, 43.96338797814207]",8,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Rafael Márquez Álvarez,17.0,262.0,0.064885496,25879,7,"[77.26146788990825, 32.58256880733944]",3,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Juliano Haus Belletti,27.0,262.0,0.103053435,25879,7,"[77.26146788990825, 32.58256880733944]",3,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Ronaldo de Assis Moreira,32.0,239.0,0.133891213,25863,6,"[58.018518518518555, 70.08240740740739]",5,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Xavier Hernández Creus,50.0,290.0,0.172413793,5558,6,"[54.10434782608695, 40.78623188405797]",7,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Giovanni van Bronckhorst,18.0,239.0,0.075313808,5216,5,"[64.98205128205126, 40.01794871794873]",10,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Ronaldo de Assis Moreira,49.0,243.0,0.201646091,17797,7,"[57.552577319587634, 12.253608247422678]",1,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Samuel Eto''o Fils,18.0,290.0,0.062068966,5558,6,"[54.10434782608695, 40.78623188405797]",7,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Giovanni van Bronckhorst,37.0,287.5,0.128695652,25873,7,"[41.5205357142857, 28.65357142857143]",0,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Samuel Eto''o Fils,20.0,379.0,0.052770449,20131,6,"[57.34043715846993, 43.96338797814207]",8,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Víctor Valdés Arribas,18.0,236.0,0.076271186,20125,6,"[40.5049504950495, 50.504950495049535]",6,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Xavier Hernández Creus,39.0,239.0,0.163179916,5216,5,"[64.98205128205126, 40.01794871794873]",10,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Juliano Haus Belletti,44.0,379.0,0.116094987,20131,6,"[57.34043715846993, 43.96338797814207]",8,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Andrés Iniesta Luján,21.0,243.0,0.086419753,17797,7,"[57.552577319587634, 12.253608247422678]",1,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Giovanni van Bronckhorst,21.0,379.0,0.055408971,20131,6,"[57.34043715846993, 43.96338797814207]",8,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Samuel Eto''o Fils,38.0,381.5,0.099606815,19757,7,"[62.59255319148937, 42.02553191489363]",2,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Oleguer Presas Renom,19.0,381.5,0.049803408,19757,7,"[62.59255319148937, 42.02553191489363]",2,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Samuel Eto''o Fils,25.0,262.0,0.095419847,25879,7,"[77.26146788990825, 32.58256880733944]",3,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Carles Puyol i Saforcada,11.0,243.0,0.04526749,17797,7,"[57.552577319587634, 12.253608247422678]",1,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Carles Puyol i Saforcada,23.0,379.0,0.060686016,20131,6,"[57.34043715846993, 43.96338797814207]",8,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Ronaldo de Assis Moreira,53.0,381.5,0.138925295,19757,7,"[62.59255319148937, 42.02553191489363]",2,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Xavier Hernández Creus,43.0,239.0,0.179916318,25863,6,"[58.018518518518555, 70.08240740740739]",5,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Oleguer Presas Renom,2.0,262.0,0.007633588,25879,7,"[77.26146788990825, 32.58256880733944]",3,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Anderson Luís de Souza,30.0,287.5,0.104347826,25873,7,"[41.5205357142857, 28.65357142857143]",0,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Anderson Luís de Souza,41.0,290.0,0.14137931,5558,6,"[54.10434782608695, 40.78623188405797]",7,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Andrés Iniesta Luján,23.0,239.0,0.09623431,25863,6,"[58.018518518518555, 70.08240740740739]",5,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Rafael Márquez Álvarez,23.0,239.0,0.09623431,5216,5,"[64.98205128205126, 40.01794871794873]",10,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Giovanni van Bronckhorst,39.0,381.5,0.102228047,19757,7,"[62.59255319148937, 42.02553191489363]",2,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Ronaldo de Assis Moreira,9.0,115.0,0.07826087,20176,6,"[13.588235294117645, 42.27450980392159]",4,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Carles Puyol i Saforcada,5.0,153.0,0.032679739,19298,6,"[77.50799999999997, 34.16133333333332]",9,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Juliano Haus Belletti,12.0,287.5,0.04173913,25873,7,"[41.5205357142857, 28.65357142857143]",0,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Anderson Luís de Souza,4.0,115.0,0.034782609,20176,6,"[13.588235294117645, 42.27450980392159]",4,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Juliano Haus Belletti,31.0,290.0,0.106896552,5558,6,"[54.10434782608695, 40.78623188405797]",7,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Oleguer Presas Renom,15.0,239.0,0.062761506,25863,6,"[58.018518518518555, 70.08240740740739]",5,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Juliano Haus Belletti,18.0,239.0,0.075313808,5216,5,"[64.98205128205126, 40.01794871794873]",10,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Rafael Márquez Álvarez,29.0,239.0,0.121338912,25863,6,"[58.018518518518555, 70.08240740740739]",5,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Xavier Hernández Creus,37.0,262.0,0.141221374,25879,7,"[77.26146788990825, 32.58256880733944]",3,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Giovanni van Bronckhorst,17.0,290.0,0.05862069,5558,6,"[54.10434782608695, 40.78623188405797]",7,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Anderson Luís de Souza,49.0,243.0,0.201646091,17797,7,"[57.552577319587634, 12.253608247422678]",1,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Ronaldo de Assis Moreira,5.0,236.0,0.021186441,20125,6,"[40.5049504950495, 50.504950495049535]",6,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Giovanni van Bronckhorst,7.0,236.0,0.029661017,20125,6,"[40.5049504950495, 50.504950495049535]",6,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Anderson Luís de Souza,61.0,262.0,0.232824427,25879,7,"[77.26146788990825, 32.58256880733944]",3,19757,7,"[62.59255319148937, 42.02553191489363]",2
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Samuel Eto''o Fils,7.0,115.0,0.060869565,20176,6,"[13.588235294117645, 42.27450980392159]",4,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Víctor Valdés Arribas,4.0,290.0,0.013793103,5558,6,"[54.10434782608695, 40.78623188405797]",7,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Giovanni van Bronckhorst,5.0,239.0,0.020920502,25863,6,"[58.018518518518555, 70.08240740740739]",5,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Samuel Eto''o Fils,15.0,243.0,0.061728395,17797,7,"[57.552577319587634, 12.253608247422678]",1,19298,6,"[77.50799999999997, 34.16133333333332]",9
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Ronaldo de Assis Moreira,27.0,153.0,0.176470588,19298,6,"[77.50799999999997, 34.16133333333332]",9,25879,7,"[77.26146788990825, 32.58256880733944]",3
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Carles Puyol i Saforcada,9.0,239.0,0.037656904,5216,5,"[64.98205128205126, 40.01794871794873]",10,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Andrés Iniesta Luján,9.0,236.0,0.038135593,20125,6,"[40.5049504950495, 50.504950495049535]",6,5216,5,"[64.98205128205126, 40.01794871794873]",10
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Carles Puyol i Saforcada,4.0,262.0,0.015267176,25879,7,"[77.26146788990825, 32.58256880733944]",3,20125,6,"[40.5049504950495, 50.504950495049535]",6
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Juliano Haus Belletti,7.0,115.0,0.060869565,20176,6,"[13.588235294117645, 42.27450980392159]",4,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Rafael Márquez Álvarez,23.0,115.0,0.2,20176,6,"[13.588235294117645, 42.27450980392159]",4,5558,6,"[54.10434782608695, 40.78623188405797]",7
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Víctor Valdés Arribas,4.0,239.0,0.016736402,25863,6,"[58.018518518518555, 70.08240740740739]",5,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Xavier Hernández Creus,27.0,243.0,0.111111111,17797,7,"[57.552577319587634, 12.253608247422678]",1,20131,6,"[57.34043715846993, 43.96338797814207]",8
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Víctor Valdés Arribas,5.0,243.0,0.020576132,17797,7,"[57.552577319587634, 12.253608247422678]",1,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Giovanni van Bronckhorst,8.0,153.0,0.052287582,19298,6,"[77.50799999999997, 34.16133333333332]",9,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Juliano Haus Belletti,2.0,153.0,0.013071895,19298,6,"[77.50799999999997, 34.16133333333332]",9,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Giovanni van Bronckhorst,5.0,115.0,0.043478261,20176,6,"[13.588235294117645, 42.27450980392159]",4,17797,7,"[57.552577319587634, 12.253608247422678]",1
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Víctor Valdés Arribas,1.0,239.0,0.0041841,5216,5,"[64.98205128205126, 40.01794871794873]",10,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Juliano Haus Belletti,2.0,243.0,0.008230453,17797,7,"[57.552577319587634, 12.253608247422678]",1,25863,6,"[58.018518518518555, 70.08240740740739]",5
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Oleguer Presas Renom,1.0,153.0,0.006535948,19298,6,"[77.50799999999997, 34.16133333333332]",9,25873,7,"[41.5205357142857, 28.65357142857143]",0
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Víctor Valdés Arribas,1.0,381.5,0.002621232,19757,7,"[62.59255319148937, 42.02553191489363]",2,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Víctor Valdés Arribas,2.0,379.0,0.005277045,20131,6,"[57.34043715846993, 43.96338797814207]",8,20176,6,"[13.588235294117645, 42.27450980392159]",4
La Liga 2004/2005 Barcelona,0,Oleguer Presas Renom,Shot,1.5,287.5,0.005217391,25873,7,"[41.5205357142857, 28.65357142857143]",0,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Giovanni van Bronckhorst,Shot,9.0,243.0,0.037037037,17797,7,"[57.552577319587634, 12.253608247422678]",1,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Anderson Luís de Souza,Shot,25.5,381.5,0.066841415,19757,7,"[62.59255319148937, 42.02553191489363]",2,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Ronaldo de Assis Moreira,Shot,33.0,262.0,0.125954198,25879,7,"[77.26146788990825, 32.58256880733944]",3,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,1,Víctor Valdés Arribas,Shot,0.0,115.0,0.0,20176,6,"[13.588235294117645, 42.27450980392159]",4,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Juliano Haus Belletti,Shot,6.0,239.0,0.025104603,25863,6,"[58.018518518518555, 70.08240740740739]",5,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Carles Puyol i Saforcada,Shot,0.0,236.0,0.0,20125,6,"[40.5049504950495, 50.504950495049535]",6,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Rafael Márquez Álvarez,Shot,15.0,290.0,0.051724138,5558,6,"[54.10434782608695, 40.78623188405797]",7,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Xavier Hernández Creus,Shot,15.0,379.0,0.039577836,20131,6,"[57.34043715846993, 43.96338797814207]",8,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Samuel Eto''o Fils,Shot,33.0,153.0,0.215686275,19298,6,"[77.50799999999997, 34.16133333333332]",9,1111111111,7,"[120, 40]",11
La Liga 2004/2005 Barcelona,0,Andrés Iniesta Luján,Shot,15.0,239.0,0.062761506,5216,5,"[64.98205128205126, 40.01794871794873]",10,1111111111,7,"[120, 40]",11
La Liga 2005/2006 Barcelona,0,Sylvio Mendes Campos Junior,Ronaldo de Assis Moreira,165.0,519.5,0.31761309,25854,12,"[54.37743362831861, 12.438495575221243]",8,25879,15,"[75.3834710743802, 24.715702479338837]",3
La Liga 2005/2006 Barcelona,0,Ronaldo de Assis Moreira,Rafael Márquez Álvarez,17.0,542.5,0.031336406,25879,15,"[75.3834710743802, 24.715702479338837]",3,5558,14,"[43.800647249190945, 49.03624595469257]",4
La Liga 2005/2006 Barcelona,0,Rafael Márquez Álvarez,Samuel Eto''o Fils,33.0,573.0,0.057591623,5558,14,"[43.800647249190945, 49.03624595469257]",4,19298,14,"[74.82317073170728, 43.14634146341462]",5
La Liga 2005/2006 Barcelona,0,José Edmílson Gomes de Moraes,Carles Puyol i Saforcada,50.0,477.5,0.104712042,25910,13,"[53.361194029850715, 41.93097014925371]",6,20125,17,"[40.321276595744706, 33.91418439716312]",1
La Liga 2005/2006 Barcelona,0,Carles Puyol i Saforcada,Sylvio Mendes Campos Junior,82.0,606.0,0.135313531,20125,17,"[40.321276595744706, 33.91418439716312]",1,25854,12,"[54.37743362831861, 12.438495575221243]",8
